SKU,Description
99700A,"BAND RE4F04A/V, RE4F04B NISSAN  92-UP (IND#63700) (OEM# 31630-80X00, 31630-80X02, F3XY-7D034A)"
28912AGSX,"OVERHAUL KIT, HONDA BDHA, BK3A, MM2A, B97A, P79A, B36A, P36A, BGRA, PGRA, PN4A"
77630,"PUMP GASKET, V4A51, V5A51, R4A51, R5A51 (OEM# MR195630)"
77162,"MCS, AXLE (CONVERTER SIDE), HYUNDAI A6GF1 (OEM# 45245-26100)"
41710W,"FILTER, HYUNDAI A8LF1, A8MF1, AWD (0.965 INLET) SANTA FE LIMITED/SE/SEL/SEL PLUS 2019-2020, ULTIMATE 2.0/2.4L L4-GAS, KIA TELLURIDE 2020 (OE#46321-4G300) (W/SIDE TUBE)"
000609,"FR MODULE 6F50, 6F55, 6T70, 6T75 GEN 2 (2013-ON)"
141712,"FILTER, TOYOTA AVANZA, A4LB-1, A4Q (2015-UP) (OEM# 35303-B1010)"
208595L,"FILTER, BTR M78/575R6, M74 DSI, SSANGYONG KYRON FOR 6 GEARS (TWO NOTCHES CLOSE TO THE TUBE ON THE PLASTIC SIDE) (OEM# 0578-738007)"
RPS77765,"BAND, GM 4L60E PRO SERIES (2.6"" WIDE) (1984-ON)"
127925,"SOLENOID, TOYOTA A750, SR (OEM# 35230-60010) (AFTERMARKET)"
K9800KD-1F,"FR MODULE, HONDA PF4A, PF5A, PFHA, PJ8A, PLWA, PLXA, PYRA (W/ 5.730"" OD 3-6
DRUM)"
77058,"BUSHING, PUMP, HYUNDAI A4CF0 (2006-2018)"
88715,"FILTER, HONDA B5RA, B5SA, M5LA, M5MA, B1JA, BBSA, BBTA, B1JA, BY9A, BZ0A, M8SA, MM2A (EXTERNAL) (2012-UP) (OEM# 25430-R5L-003)"
K73300P,"RING KIT, NISSAN JF017E"
119745M,"FILTER, VW 09G, AQ250, AWTF-60SN (2017-UP) (OEM# 09G-325-429H)"
FRMHONDA67,"FR MODULE, HONDA/ACURA BLJA/ BLKA CRV CVT AWD/FWD"
3170E-X427D,"VALVE BODY KIT, NISSAN JF015E (SENTRA) (INCLUDES: FILTER 31728-3XX0C, GASKET 31397-3JX0A, VALVE BODY 31705-X427D)"
049961,BAND AOD/E OD STAMP DRUM HP 91+
054700,FR MERCEDES 3&4 WAVE 70-81
119959A,"SENSOR, INPUT SPEED, VW 01M, 096,095 99-2006 RECTANGULAR CONNECTOR (AFTERMARKET) (OEM# 095-927-321-C, 095-927-321-A)"
24002GSX,"OVERHAUL KIT, TOYOTA LEXUS A540E 1988-UP"
32240A,"FILTER BMW ZF6HP19, ZF6HP21 W/PAN 04-ON"
49070,"WASHER KIT A404,413,470,670"
5078341AB,"VARIABLE LINE PRESSURE HARNESS 42RLE, 41TE 06-2013"
61969A,"STATOR SHAFT TUBE GM 4L60E  (300MM CONVERTER) (7.300"" LONG) (NO ISS HOLE)"
7700102977,"SOLENOID, SHIFT, RENAULT DPO. AL4 OEM (77008700239)"
FD-RG-132,"RING GEAR, 132T C-4 10 1/4"""
FX-600,"PLATE, FLEX, C4, FORD."
KP37900HX,"OVERHAUL KIT, 4R70W/4R75W 03-10 W/O PISTONS"
214752X,"FR MODULE, HYUNDAI/KIA A6MF1/2/3 2009-UP"
K71900G-PK,PISTON KIT MAZDA FS5A-EL (FNR5) 5 Speed FWD
39102GSX,"OVERHAUL KIT, KIA A6LF1"
197752X,"FR MODULE, AWF21, TF81-SC, AF40-6, AM6, AW6A-EL, 6 Speed 2005-On"
24246165,"OIL BAFFLE, PLASTIC 6T40E/6T45E"
37842,"MCS FRONT PUMP, FORD 6R60, 6R75, 6R80, ZF6HP19/19X/21/21X (2000-13) ZF6HP19A (2002-10) ZF6HP26, ZF6SHP26 (2002-09), ZF6HP26A (2004-09), ZF6HP28/X (2004-12), ZF6HP32 (2001-12) (OEM# 6L2Z-7A248-AA)"
131711H,"FILTER, TW-40LS SUZUKI JIMNY, JB23W, JB43W 2008 (OEM# 26570-76J10)"
181752X,"FR MODULE, JATCO RE0F09A, JF010E, RE0F10A, JF011E, RE0F10H, JF018, RF0F10J, JF019 CVT 07-UP"
K48900CCL,"OVERHAUL KIT, HONDA BDRA, BMXA, SLXA, A24A, S24A, B4RA"
45030B,"BUSHING KIT, GM 6L80E, 6L90E (06-ON) (14 BUSHINGS)"
RH561315,"FR PLATE, GM 4L30E, OVERRUN, HIGH ENERGY (90-ON) (H.E.- 40T- OD:5.098""- HT)"
127926A,"SOLENOID, LINEAR S1-S3, TOYOTA A760, A960, AB60E/F (04-UP) (OEM# 35240-50030) AFTERMARKET"
309752X,"FR MODULE, SSANG YONG QR019CHA/CHB CVT"
49902-KTK,"OVERHAUL KIT, CHRYSLER A604, 40TE, 41TE (89-95) (KTK BRAND)"
94710W,"FILTER, AISIN RE6R01A/A466 (6 SPD) (NISSAN TITAN XD DIESEL 5.0L (OEM# 31728-EZ00A)"
57955M,"SOLENOID, SHIFT 2, TOYOTA U340E/U341E/U341F (OEM# 35230-52011)"
212752X,"FR MODULE, HYUNDAI A6GF1 (09-UP)"
146752CX,"FR MODULE, HONDA PF4A, PF5A, PFHA, PJ8A, PLWA, PLXA, PYRA (W/ 5.730"" OD 3-6
DRUM)"
181752FX,"FR MODULE, NISSAN RE0F10D CVT, JATCO JF016E CVT8 (2010-ON)"
RCP96-221,"FR MODULE, HONDA SPCA, MPCA (06-UP) SMMA, SP5A, MP5A (07-UP) GPX"
028708-160,"FR PLATE A618 (48RE) REAR 2003-On (OD: 6.700"" - 93T)"
26318B,"PAN GASKET A440, A442, AW450-43LE (85-05) (FARPAK) (OEM# 35168-36050)"
29702GSX,"OVERHAUL KIT,  JF011E DODGE CALIBER, JEEP COMPASS"
32526,FR PLATE JF506E 2-4 BRAKE
45783-39020,"SPRAG, MITSUBISHI /HYUNDAI F4A41 (SMALL, 32 ELEMENTS) (OEM# 45783-39020)"
68701B,"BAND, O.E. MERCEDES 722.3, 722.5 REAR B2 OE#126-270-2062"
KP53900T,"OVERHAUL KIT, 4R44E, (4 Speed), 5R55E (5 Speed) 97-05"
192752X,"FR MODULE, ZF4HP16 2004-UP"
42700-23010,NEUTRAL SAFETY SWITCH A5GF1 (REPLACED BY 42700-23015)
KP33900MX,"OVERHAUL KIT 4L60E,  4L65E 2004-UP W/O PISTONS"
88710S,"FILTER HONDA A24A, M24A, S24A, P24, 92-ON  (OEM# 25420-P24-J01)"
98730Z,"FILTER, HONDA ACCORD 4 CYL, BZHA, MNZA, MZHA, BZKA, M91A 07-10 HONDA ELEMENT & CR-V (OEM# 425420-RXH-003) (NO RAMP, CORRUGATED FILTER MATERIAL)"
119740L,"FILTER, BMW MINI COOPER S, GA6F21WA. R52, R53   (OVAL SUCTION, HEIGHT46.82 MM) (OEM# 24347-551-087)"
56529KA,"PISTON, SERVO OVERDRIVE 5R55N, 5R55W, 5R55S (2.575"""") (BLUE)"
512221,"FR PLATE, FORD AXOD FWD (86-ON) (OEM# E6DZ-7B164B)"
98715,"FILTER, HONDA ACURA 5 SPEED, PILOT (PN3A) 09-10, ACURA TL (BK4A) 09-10, BBTA, BJFA (09-10), MJFA (09-10), PSFA (09-10) (OEM# 25420-RN3-003) (IND# 121713A)"
214707-178,"ST PLATE, HYUNDAI A6MF1, CHRYSLER 6F24, UNDERDRIVE 09+"
D76436C,"SENSOR, OUTPUT, FORD 4R70W, 4R75W (SQUARE CONNECTOR) (04-15) (OEM# 6L3P-7H103-AA, 3L3Z-7H103-AA, 6L3Z-7H103-AA)"
130710,"FILTER, VT2 CVT, MINI COOPER, GEELY EC7 (OEM# 1066002097)"
125710A,"FILTER, ZF8HP90, CHRYSLER, DODGE CHALLENGER 15-17, CHARGER 15-17 (OEM# 0501-217-650, 6826725AA, 68266725AB)"
133752BX,"FR MODULE, MAZDA FN4A-EL 03+ (SINGLE SIDED)"
133752AX,"FR MODULE FNR5, FS5A-EL 2005-UP"
24224659,"ST PLATE, CUSHION PLATE, GM 6L80E, 6L90E, 2-6 DRUM, WAVED (OEM# 24224659)"
XL3,"ADDITIVE, GEAR OIL ADDITIVE, MOTOCRAFT (OEM# XL3)"
192706-157,"FR PLATE, ZF4HP16 D CLUTCH HEG 04+"
35020,"FR PLATE AW50-40, 50-42, C2, B1 89-ON"
35902GSX,"OVERHAUL KIT, FORD TF-80SC"
36302GSX,"OVERHAUL KIT, GEELY CK"
84730,"SPRAG TH440-T4 (4T60), 4T60-E, ROLLER CLUTCH FORWARD (1-2) 4T60E WITH 14 ROLLERS OEM#7472007"
96710,"FILTER, AXOD/E, AX4S .250"" SHORT ORANGE NECK (1986-95) (OEM# F4DZ-7A098-A, F5DZ-7A098-A)"
K79900G-PK,"PISTON KIT TF80 (AF40)/ TF-81SC, 4 PCS"
R36434A,"PISTON, FORWARD, FORD C6 (LIP TYPE)"
X058700,"FR PLATE, HONDA CIVIC, SPCA 2006-ON, 3 SPEED 1ST, 2ND, 3RD  76-85"
213752X,"FR MODULE, HYUNDAI / KIA A6LF1, A6LF2 2009-UP"
56702X,"PAN GASKET MERCEDES 722.6,  96-11 RUBBER"
JF011E-FC,FLOW CONTROL VALVE REPAIR FOR JF011E AND JF015E CVT
28912CGSX,"OVERHAUL KIT, HONDA MDKA, BDKA, P34A, P35A, MJFA, BJFA, 03-10"
29712BGSX,"OVERHAUL KIT, NISSAN RE4F04B, 00+"
R575120,"FR PLATE, FORD E40D O/D CLUTCH, 1989-97 (OEM# E9TP-7B 164BA)"
34665P,"FILTER, GM 6L80E, 6L90E, 6 SPEED CADILLAC CTS (6.32"" TALL, 1.00"" TALL SPACER) (OEM# 24258269, 24250365) (09-14)"
33510N-01,"VALVE, PUMP FLOW CONTROL, (OVER SIZE) NISSAN JF011E (RE0F10A), JF015E (RE0F11A), JF016E (RE0F10D), JF017E (RE0F10E) (07-ON)"
RCP96-087,"FR MODULE, GM 4L60, 4L60E WITH 6 HIGH ENERGY 3/4 CLUTCHES (87-ON)"
119752F,"FILTER, AUDI/VW 0BT/DQ500 7 SPEED, DIRECT SHIFT GEARBOX (DSG) INTERNAL (OEM# 0BT-325-429A)"
36702XA,"PAN GASKET, FORD 6R140 (OEM# BC3Z-7A191-B)"
309740,"FILTER, SSANG YONG QR019CHA/CHB CVT"
223710T,"FILTER, FORD 10R60, 10R80 (CARTRIDGE) (OEM# HL3P-7P086)"
68710S,"FILTER MERCEDES 722.9, RWD (W/58 MM NECK HEIGHT) (10-ON) (OEM# 221-277-01-00, 2-1087-000, 222-277-2000, 222 270 2000)"
29602EGSX,"OVERHAUL KIT, NISSAN JF414E 12+ W/O PISTONS"
K9800U-1F,"FR MODULE, HONDA G2AA, GYCA, M3WC, GTAA, JDJC, GPAA, SOMA, G2SA"
34902GSX,"OVERHAUL KIT, CHEVROLET CTF25 CVT"
349752X,"FR MODULE, CHEVROLET CTF25"
065710PL,"FR PLATE, TOYOTA  A140,240 DIRECT HEG PARALLEL LINES 86+"
104701,ST ZF4HP18 E PACK 86+
105709,"ST NISSAN JF403E, RE4F04A OVERRUN 90+"
115700,FR AW60-42LE FORWARD/3-4 95+
127902GSX,"OVERHAUL KIT, TERIOS A4LB-1, W/O PISTONS"
151752,"FR MODULE, 01J VW/AUDI 98-ON"
26209T,"THRUST WASHER C4, C5 PLASTIC .89"""
27126,"FR PLATE SUBARU R4AXEL, 87-92"
27909T,PAN GASKET R4AXEL 87-ON (CORK)
28341,"ST C/P KM170, 171-1, 171-2 FRONT 79-ON, ID 4.1, 24THT, .146 THK, IND #42101A"
29602BGSX,"OVERHAUL KIT, NISSAN RE4F03A, RL4F03A, 1.6L, 2.0L 1995-UP"
29626,FR PLATE RE4F03A HIGH 91-ON WIDE SPLINE
31404GSX,"OVERHAUL KIT, MERCEDES 722.3 1981-UP"
31426,FR PLATE MERCEDES 722.5
31828,"FR PLATE ZF5HP30( B,C,D,E2 BRAKE)"
32524,FR PLATE JF506E DIRECT
32635,"WASHER, A404 (30TH) A413, A470, A670 (31TH), OVERRUN CLUTCH CAM 78-UP  (OE# 5205772)"
34320B,FR PLATE AWTF80(AF40) / TF81SC (AF212) B2 CLUTCH LOW/REVERSE
35026,"FR PLATE AW55-50SN, AW50-42LE, AW60-40 LOW AND REVERSE B3,B1,B2 89-ON"
35202GSX,"OVERHAUL KIT, AW60-40LE/AW60-42LE"
35220E,FR PLATE AW81-40LE FORWARD C1
35702GSX,"OVERHAUL KIT, WAGON R, SR410 W/O PISTONS"
37502GSX,"OVERHAUL KIT A4AF2, A4AF3, A4BF3 1996-ON"
37902GSX,"OVERHAUL KIT HYUNDAI JF402E, JF405E (W/O PISTON)"
3856L,"GASKET, FRONT PUMP TF-8, A727, A518, A618, 48RE (62-07) (OEM# 4028377)"
42824B,"FR PLATE 4L40E, 5L40E, 5L50E, OUTER SPLINE LOW REVERSE"
46570,"WASHER KIT CD4E,LA4AEL DRIVE S"
49975294,PISTON 2-4 40TE 2004-ON
74624DB,SHELL REACTION SUN (BEARING TYPE) GM 4L60/4L65E
75235,"MCS FT PUMP TOYOTA U660E, U760E, U880E/F, AF50-8, AWF8F45 (07-ON)"
77876CMU,"VALVE BODY PLATE, GM 4L60E ""MU"" (OEM#24201487)"
77876U,"VALVE BODY PLATE, GM 4L60E UNIVERSAL 1996-2005"
97711M,"FILTER A340E/F,A341F LEXUS GS300 94-95,4RUNNER/TACOMA (2WD) 00-ON,TUNDRA (6 CYLINDER) 01-ON (OEM# 35330-30020)"
97824,"PISTON, TOYOTA U140, U240, U241, U250, DIRECT PISTON & RETAINER (INNER) (BONDED RUBBER) 98-UP (OEM# 35606-21010)"
KP33900EF,"OVERHAUL KIT 4L60E, 4L65E,  93-2003"
R22537A,"PUMP ASSY, TF-8 71-77 1 BALL REBUILT"
X189706-208,FR PLATE MERCEDES 722.9 04-ON K2 CLUTCH (1 SIDED) INTERNAL SPLINE
AW60-40-TWN,"WASHER KIT, AW60-40 (4 PCS)"
42502GSX,"OVERHAUL KIT, GM 6T40E, 6T45E"
44202GSX,"OVERHAUL KIT, GM 6L90E"
41936A,"BUSHING TH440-T4, 4T60E, 83- ON CHANNEL PLATE (PACK OF 5)"
180752X,"FR MODULE, MITSUBISHI F6AJA (JF613E) 2007-UP"
49570D-PK,PISTON KIT CHRYSLER 45RFE 99-03
GM-O-3V,"O-RING, OVERSIZED THM 298MM LU"
209944A,FILTER DCT450/DCT470 4WD 6 SP INNER CARTRIDGE 2007-UP
24009AT,"PAN GASKET, TOYOTA A51E (94-UP) CORK & RUBBER"
97711R,"FILTER, TOYOTA A350E LEXUS 3.0L, LS400, GS300 96-UP (OEM# 35330-30040)"
37412GSX,"OVERHAUL KIT, HYUNDAI KIA A6GF1/A6GF2 09+"
13825,"MCS, PUMP COVER 5-45RFE 07-11 (OEM# 4617919AB)"
77531,"MCS, HYUNDAI A6LF2 AXLE (CONVERTER SIDE) (2009-2020), A6MF2, A6MF3  AXLE (CONVERTER SIDE) (2013- 2020), A6MF2H AXLE (CONVERTER SIDE) (2010- 2020), A8LF1(2017-2021) (OEM# 45245-3B100)"
119739,"FILTER, VW/AUDI 09D (TR-60SN) TT 3.2L (06-UP), Q7 4.2L (06-UP) (OEM# 09D-325-429, 09D-325-435, 955307403010)"
079800X,"OVERHAUL KIT, SSANGYONG BTR M11 RWD 6SPD W/O PISTONS"
512734,"FR PLATE, NISSAN RE4R01A REV (92-UP) TAN"
129702-173,"FR PLATE, VW TF-60SN, 09G B2 (REVERSE) 03+"
71612,"LATHE CUT, FRONT PUMP FORD 4F27E (00-13) (OEM# 8S4Z-7A248-A) (REPLACES 71801)"
062709A155,"FR PLATE, 4T65E 4TH CLUTCH, EXTERNAL SPLINE VOLVO 99+"
41031,"BUSHING, CONVERTER, HYUNDAI A4CF1, A4CF2, A5CF1, A5CF2, A5GF1, A5HF1 (06-ON)"
214706-173,"FR PLATE, HYUNDAI A6MF1, CHRYSLER 6F24 UNDERDRIVE 09+"
77802LXD,"PAN GASKET, HYUNDAI A6LF1, A6LF2, A6LF3 (09-13)"
R561352,"FR PLATES, GM TH350, FORWARD/DIRECT (IND# 35103, A35103) (OEM# 6261130) (Tan- 20T- OD:5.910""- PL)"
R572505,"FR PLATE, AW55-50 C2 DIRECT (OEM# 24228586) (H.E.- 34T- OD:4.262""- Radial)"
77473,"MCS, HYUNDAI F4A51 (MAIN SHAFT, TRANSFER CASE) (OEM# 47352-39300)"
162711-240,"ST PLATE, JF506E #5 HIGH 01+"
212703A250,"FR PLATE, HYUNDAI A6GF1 3-5 REV 1 SIDE (EXTERNAL SPLINE) (HEG - 27T - OD: 5.19"" - GRV - THICKNESS 0.098/2.49) (OEM# 45245-26000)"
37136A,"PUMP GASKET, FORD AODE, 4R70W, 4R75W (92-14) (OEM# F2VY-7A136-A)"
213701-231,"ST PLATE, A6LF1/A6LF2, 2-6 BRAKE (THIN MODULE) (7T - ID: 6.59"")"
R475270T,"FRIC RNG, .075 TAN, 10.375 X 9.375 X .075 (265MM), GM 4T60E, 4T80E"
RH400282,"FR PLATE MERCEDES 722.6 TORQUE CONVERTER .106"" HT"
511027,"ST PLATE, HYUNDAI F4A51, V4A51, V5A51, A5HF1, UNDERDRIVE (OEM# 45527-39500) (IND# 41117A) (20T- ID:4.850"")"
48153,"MCS, HONDA M5HA, M5DA, MPYA, AXLE (DIFFERENTIAL SIDE) (OEM# 91205-PY5-005)"
511917,"ST PLATE, HONDA ACURA AOYA, MPJA LOW 90-UP (OEM# 22543-P0X-003)"
64597,"MCS, FRONT PUMP (ALL) MT640, MT643, MT650, MT653 (3.885"" OD x 3.140"" ID) (75-93) (OEM# 23016643)"
41716,"FILTER, HYUNDAI A6GF1-2, SONATA 2.0L, 2019-UP CRETA 1.6L, 2017-UP (OEM# 46321-2F300)"
129752BX,"FR MODULE, VW/AUDI AW TF-70SC, TF-72SC 06+"
241710,"FILTER, HYUNDAI A6MF2H, HYUNDAI SONATA HYBRID 2016-2019 KIA OPTIMA HYBRID 2017-2020 KIA SORENTO HYBRID 2021 (OEM# 46321-3D800, 46321-3D600)"
511875,"ST PLATE, TOYOTA A46DE, FORWARD (OEM# 12397238, 31536-41X10, 35634-30070) (ID:4.039"" - 8T)"
26312CGSX,"OVERHAUL KIT, TOYOTA AC60E/F"
77400LXD,"PAN GASKET, HYUNDAI A4AF2, A4BF1, A4BF2, A4BF3 (13 HOLES) (FARPAK) (OEM# 45285-28010)"
77600LXD,"PAN GASKET, HYUNDAI A4AF-1, A4AF-3 (FARPAK) (OEM# 45285-22010)"
046752B,FMOD VW VAN 090 WITH FINAL DRIVE 78+
059710-170,FR HYUNDAI A4AF3 REAR (FWD) HEG 00+
145002AGSX,"OVERHAUL KIT, ZF4HP16 W/O PISTONS"
31820,"FR PLATE ZF4HP22, ZF4HP24 OVERRUN, O/D 4TH GEAR"
41530,"BUSHING KIT, TH400, 375, 3L80, M40 64-ON GM (10 BUSHINGS)"
97710,FILTER TOYOTA A340E 85-ON 2WD (OEM# 35330-30011)
K79900H-PK,PISTON KIT VW 09G 4 PCS
214706-150,"FR PLATE, TOYOTA AB60E, AB60F, C4 COAST (07-ON) (OEM# 35685-60010) (OD: 4,810"" - 36T)"
98992C,"PRESSURE SWITCH HONDA APXA, APX4, MPXA, MPWA, MPOA, AOYA, BOYA, BAXA, ,MAXA, MP1A, M6HA, MPJA, MDWA, PX4B BEIGE CONNECTOR , 27 PSI, 90-97 HONDA, ACURA, (OEM# 28600-P7W-003)"
131710,"FILTER SUZUKI A174 CARRY DA32W 1999-2001, JIMNY 98-UP (OEM# 26570-81A11)"
46307-23010X,HARNESS W/CASE CONNECTOR A4CF1/2 2006-UP (AFTERMARKET)
KP37900KB,"OVERHAUL KIT, FORD 6R80 2015-2018"
096409061GX,"OIL COOLER, VW 01M (AFTERMARKET)"
85710S,"FILTER, ZF5HP24FLA, AUDI V8 4.2L (4WD) (0.75"" TUBE) (OEM# 01L-325-429B, 0501-006-460)"
98790P,"FILTER, HONDA PB8A  (10 SPEED ACCORD 2.0L ODYSSEY 3.5L) (2018-UP)"
059753MX,"ST MODULE A4AF3, A4BF3 Hyundai Accent/ MITSUBISHI"
22900,"BAND, A727: LOW/REVERSE (REAR) - FOR 6"" REVERSE DRUM (IND: 22900) (OEM# 1942133, 443185)"
56839,INTERNAL HARNESS 4R44E/5R55E 95-ON NEW
69715,"FILTER RE5R05A 350Z, TITAN, ARMADA, INFINITI, QX56, KIA A5SR1/2 SORRENTO 05-09 (OEM# 31728-97X00, 46240-4C000)"
R36426,"RING GEAR, REVERSE PLANET, FORD C6"
000524,FR MODULE A500 88-UP COMPLETE
24231648X,"DRUM, 4-5-6 CLUTCH 3-5-REVERSE GM 6T30 UNLOADED, NEW, AFTERMARKET (1ST DESIGN)"
252929,"SENSOR, INPUT SPEED RENAULT DPO/AL4"
512917,"FR PLATE, TOYOTA LEXUS U240E UNDERDRIVE 2 HIGH ENERGY 99-ON (OEM# 34262-23010)"
85916-01U,"BUSHING, OVERSIZED PUMP BUSHING ZF5HP19 (WIDTH 0.533"", SHAFT DIAMETER 1.774"", HOUSING BORE 1.999"") (FINISH IN PLACE)"
119740I,"FILTER, VW 02E (DQ250), DSG 6 SPEED, GTI 2.0L, RABBIT 2.5L INTERNAL  (INTAKE IN END) 02-04 (OEM# 02E-325-429)"
97955,"SOLENOID, TOYOTA A340E, A340H, A340F ON/OFF LOCK UP (OEM# 85420-30110, 85420-30120, 35250-50030)"
K7700KK-1FS,"FRST MODULE, HYUNDAI GAMMA CVT"
119754,"FILTER, VW 0GC, DQ381, 0DW (OEM# 0GC-25-429A, 0DW-325-429A)"
92835-18K,"VALVE PLUG KIT, OVERSIZED SOLENOID SWITCH VALVE, CHRYSLER 41TE, 42LE, 42RLE, 45RFE, 545RFE, 62TE, 68RFE (.420"" LARGE SPOOL ONLY)"
143719,"FILTER, SUBARU TR580 CVT, GEN II (2020-UP) (OEM# 31728-AA220)"
125712S,"FILTER, ZF8HP75, BMW M3, M4, M5, X3, X4, X5 (OEM# 2-1037-900, 0501-220-999, 24007855263, 1102298020)"
K77929HR,"WIRE HARNESS, GM 4L60E INTERNAL  W/ LOCK UP SOLENOID, 4L60E, 03-06, 13 PRONGS (IND# 77995B) (OEM# 24298348, 24222891, 24229669, 24234280) (AFTERMARKET)"
RPST-198,"PISTON KIT, FORD 10R80, GM 10L80, 10L90"
05003AM,"SPRAG, BTR 85LE 4SPEED RWD (OEM# 0585-506013)"
062753K,SMOD GM 4T65E 01-02
074708,FR G4A/4EAT 3/4 CLUTCH/ OVERDRIVE HEG 87+
129710,"FILTER AR4 88-ON RENAULT R21, R25, EAGLE PREMIER"
34302GSX,"OVERHAUL KIT, VW 09G TF-60SN (SEAT AUDI) 2003-UP"
49102GSX,"OVERHAUL KIT, CHRYSLER A413/A470/A670"
50085BW,"SOLENOID, 4L65E VARIABLE FORCE MOTOR - PRESSURE CONTROL 03-UP"
98718,"FILTER, HONDA CVT CR-Z, INSIGHT (OEM# 25420-RBL-003)"
52685A,"MCS, FRONT PUMP SEAL 6T30E, 6T40E, 6T45E (PACK OF 05)"
065722A,FR PLATE  TOYOTA A541E 1ST/REVERSE 94+
98992,"PRESSURE SWITCH HONDA APXA, APX4, MPXA, MPWA, MPOA , AOYA , BOYA,BAXA, MAXA, , MP1A, M6HA, MPJA, MDWA, PX4B, GREEN CONNECTOR , 38 PSI, 90-97 (OEM# 28600-P6H-00328600-P6H-013, 28600-P6H-003, 28600-RCL-004, 28600-RCL-013)"
24240156,"OIL BAFFLE, PLASTIC GM 6T40E LOWER"
56710,"FILTER, FORD A4LD 2WD 86-88 (OEM# E6TZ-7A098-B)"
42710K,"FILTER, F4A51, F5A51, METAL/PLASTIC DIAMANTE 3.5 96-99 (OE# MD758684)"
20314,"BAND, REAR BTR (OEM# 0574-557107)"
079753F,"ST MODULE, BTR DSI M11 6SP 11+"
K7300L-1F,"FR MODULE, SUZUKI JF414E, NISSAN RE4F03C"
103703,"ST PLATE, ZF4HP14 A,B,C PACK 86+"
077707A152,"FR PLATE, CHRYSLER 62TE, UNDERDRIVE DIRECT (1 SIDED) EXTERNAL SPLINE (HEG - 30T - ID: 3.634"" - PL)"
77710F,"FILTER, GM 4L60E, SHALLOW PAN (ALL PLASTIC, SHALLOW) (OEM# 24200796, 24208148, 4208835, 24229186, 24236798, 24236799)"
148712,"FILTER, PORSCHE 8DT80 (ZF 8 SPEED) (OEM# 9A731707000)"
284702-185,"FR PLATE, AW80-40LS, AW81-40LE, U440E/F, U441E/F 04-ON DIRECT(C2)"
230710,"FILTER, 8AT-300F, LANDWIND X5 2.0T, X7 2.0T (2013-UP) (OEM# 8AT062600007, 708040)"
044752J,"FR MODULE, TOYOTA A46DE,DF 90+"
23783E,"DRUM, FORWARD, 5R55E/A4LD 97-UP"
26285,"HUB, 2-4, TOYOTA U140, U240, U241, LOW/REV CLUTCH 99-UP (15 LUGS) (IND# 57743A)"
28902EGSX,"OVERHAUL KIT, HONDA BAXA, B6VA, MAXA, MDWA, M6HA 1997-02"
35118,PAN GASKET AW55-50SN  (9 Bolt Holes) 2000-Up Fiber (FARPAK)
46309T,"PAN GASKET AXOD, AXODE, AX4S CORK & RUBBER"
5140429AA,"SOLENOID BLOCK, A604 OEM (MOPAR)"
59710,"FILTER, AW50-40LE, VOLVO, OPEL (IND: 59710) (OEM# 90348726)"
X124708B183,FR PLATE HYUNDAI / KIA A5HF1 2006-On
109752DX,"FR MODULE, VW 01M 96-UP"
37312BGSX,"OVERHAUL KIT, KIA A5GF1"
204709W,ST GM 6T40E 3-5 REV WAVE INTL SPLINE
37701XA,"PAN GASKET 6R60, 6R75, 6R80 (METAL AND RUBBER)"
41710Q,"FILTER, GETRAG DCT470, SPS6, LANCER EVOLUTION (09-12), LANCER RALLY ART (11-12), OUTLANDER (10-12) (OEM# 7U3R-7G186-AB, 2-1016-010)"
83650,"MCS, FRONT PUMP ZF4HP16"
98992D,"PRESSURE SWITCH HONDA 5 Spd Pressure Switch-27 PSI (BEIGE) Honda Odyssey (2007-2 in Unit) 05-07; Acura TL(2 in Unit) 07-08 ; Can Replace 50-1030 (OEM# 28600-RKE-004, 28600-RAY-003, 28600-RAY-013, 28600-RGR-004)"
512410,"FR PLATE, CHRYSLER A404 REAR (49 TEETH) (OEM# 5224084) TAN"
277759A,"REAR COVER, TOYOTA U660, WITHOUT CAST, 1 MOUNTING HOLE BOSS"
079766,"FR PLATE, BTR M11 DSI, B2 CLUTCH (HEG - 40T - OD: 7.232"")"
K135927A,"ROTOR KIT, GM 6L80E, 6L90E (17.948 MM - 17.961 MM) (IND# K135927A) (OEM# 24248569)"
98724L,"FILTER, HONDA KA DCT, 8 SPEED TRANSMISSION, ACURA TLX 2.4L 2015-19, ACURA ILX 2.4L 2016-19 (OEM# 25420-5WB-003)"
43624-39700X,"SPEEDOMETER DRIVE GEAR, HYUNDAI TUCSON (04-13) ( YELLOW) (27 TEETH) (AFTERMARKET) (OEM# 43624-39700)"
57957N,"SOLENOID, EPC, TOYOTA U340E (2000) (AFTERMARKET) (OEM# 35290-52020)"
023701,"ST FM AOD, MAR/IND VD 71/72 FRONT/REAR 50+"
026400,"MCS FP AODE/E4OD, 4R100 89+"
038703,ST GM 4L30E TH180 2ND 69-UP
045700,"FR PLATE, CHRYSLER A404 FRONT HEG 78+"
053700,"FR PLATE, ZF3/4HP22 FOR HEG 76+"
104703,"ST ZF4HP18, 5HP19  A,B,D PACK 86+"
109717-160,ST RENAULT 3/4 CLUTCH 88-UP
162701-200,ST JF506E #1 DIRECT 01+
25348BW,"SPRAG, LOW TOYOTA A130/140 (BIG)"
